88400,132100,4.05,850,3450,28800,2.27,1.184,4.809,31.34,3780,.371,26.7,28.67,22.56,51400,57.8,2.26,9.7,.744,267.8,10.21,247,161,.738,3.59,113,762,-1365
48200,127200,3,709,2720,17400,1.24,.819,3.216,19.17,2410,.218,15.2,21.18,13.65,36700,36.1,1.59,3.6,.516,331,5.74,393,99,.455,2.41,97,763,-1365
81800,84400,4.64,1075,4220,24600,2.59,1.258,5.45,32.24,4180,.401,28.2,32.26,20.54,49900,67.1,2.62,8,.9,238.4,10.68,240,126,.863,3.71,106,764,-1365
82300,139400,4.46,882,7770,16600,2.54,1.206,5.227,31.14,4350,.372,28.1,28.22,21.28,50900,59.9,2.51,8.3,.813,259.8,10.53,216,127,.868,3.3,122,765,-1365
98400,91300,4.53,1123,2910,28700,2.6,1.198,5.272,34.17,6710,.392,31.4,32.62,25.09,60100,65.6,2.56,10.3,.845,273.7,11.5,242,178,.696,3.36,143,766,-1365
86400,108600,4.43,897,6040,32600,2.27,1.219,5.038,31.33,4010,.366,29.7,29.87,22.52,53000,61.5,2.41,8.8,.846,330,10.98,277,157,.762,3.76,122,767,-1365
85300,109900,4.47,1012,5580,24800,2.5,1.147,4.928,31.36,3970,.35,29.7,32.87,21.77,55100,60.2,2.56,8.9,.778,249.4,10.63,249,159,.829,3.16,139,768,-1365
91900,117000,4.68,1031,12300,14400,2.42,1.269,5.338,33.66,4230,.399,33.2,29.69,23.13,56200,65.9,2.59,9.2,.871,255.7,11.57,212,95,.764,3.45,143,769,-1365
72400,118500,4.81,1031,5610,22300,2.82,1.373,5.649,33.19,3580,.406,30.5,31.16,19.42,48100,62.2,2.66,7.6,.785,293.6,9.75,255,136,.909,3.31,113,770,-1365
78700,100200,4.41,878,5800,25200,2.18,1.16,4.935,30.69,3940,.385,29.4,28.21,20.58,48300,59.1,2.43,8.1,.808,259.2,10.5,204,149,.732,3.85,130,771,-1365
90300,100500,4.43,962,5720,28100,2.34,1.217,5.161,33.64,4510,.393,28.4,33.31,22.67,56700,63.1,2.53,9.5,.868,271.7,11.43,230,163,.815,3.64,130,799,-1365
88400,93700,4.28,923,4870,28700,2.25,1.158,4.874,31.64,3810,.393,27.7,29.08,22.55,52300,59.8,2.59,9.4,.77,299.9,10.38,223,171,.681,3.65,123,800,-1365
89300,119300,4.4,839,4000,26600,2.35,1.193,4.993,32.54,4200,.405,26.8,29.62,22.79,53100,61.9,2.5,9.7,.795,274.8,10.84,216,165,.745,3.13,144,801,-1365
100400,93300,4.74,972,3600,28600,2.49,1.247,5.274,34.64,4290,.411,31,30.22,24.87,61200,67.3,2.61,10.4,.876,278.7,12.06,234,166,.903,3.39,117,802,-1365
82400,111500,4.26,844,14630,12900,2.26,1.152,4.967,30.37,4250,.345,26,29.93,22.07,53300,59,2.31,9.1,.826,375.8,10.35,257,86,.791,3.54,123,803,-1365
75300,112400,4.26,816,3360,23900,2.54,1.131,4.798,30.04,3830,.35,26.9,32.12,19.7,44500,57.9,2.35,14.2,.772,267.8,9.28,292,147,.72,2.83,100,804,-1365
90600,110200,4.77,929,7140,25900,2.4,1.111,5.132,31.88,4270,.363,28.1,29.73,22.2,54600,62.3,2.67,9.3,.863,300.5,11.02,234,148,.93,3.76,127,805,-1365
83900,113900,4.43,1001,5930,24900,2.31,1.157,5.243,32.74,3860,.368,26.4,31.43,22.33,58900,62.7,2.52,8.7,.833,345.2,10.75,235,155,.781,3.45,125,806,-1365
94400,92800,4.47,958,4020,30200,2.48,1.233,5.379,36.23,4730,.446,31.7,30.04,23.72,61400,67.8,2.5,10.3,.896,256.3,12.2,158,164,.857,3.34,147,807,-1365
86200,123500,4.72,1106,7280,20100,2.37,1.283,5.461,34.31,4100,.437,29,31.93,21.63,55900,61.6,2.42,9.3,.854,334.1,10.8,245,126,.828,3.16,123,808,-1365
