"",76500,75000,4.2,921,5370,17987,2.34,1.1459,4.92,29.8,5040,.4344,25.4,26.8,21.09,55600,62,2.8645,6.46,1.065,269,11.86,192,129,.73,3.86,105,624,-1245
"",78600,66000,4.46,789,5530,19664,2.36,1.2534,5.03,30.7,5210,.3932,24.8,26.4,20.89,54800,62.8,2.7165,6.48,1.067,254,11.7,196,117,.82,4.63,104,625,-1245
"",79600,25000,5.48,811,10160,13141,2.42,1.2892,5.47,30.3,5550,.4376,28.8,28.9,18.43,53500,64.9,3.0124,3.93,1.135,370,11.87,328,103,.9,5.55,101,626,-1245
