79900,4600,7.47,84,3070,19400,3.21,2.164,9.413,47.58,5090,.566,50.5,8.36,18.91,21700,83.4,3.82,7.3,1.184,311.5,11.2,93,107,1.298,6.2,48,823
64900,22000,5.93,492,4760,14300,2.01,1.83,7.506,39.26,3730,.433,38.8,63.68,15.36,41100,118.5,3.05,6.2,1.006,223.8,10.57,127,119,.955,4.86,103,824
63400,14700,4.47,255,6010,11100,1.94,1.144,5.051,30.07,3710,.351,27.4,12.34,13.46,37700,71.5,2.57,3.7,.938,306.7,9.2,114,101,.809,5.46,76,825
76000,4800,4.65,87,4760,16800,2.55,1.155,5.151,33.48,4860,.439,28.8,7.16,16.19,20500,65.2,2.67,6.1,1.103,298.3,9.69,81,101,.815,6.16,64,826
67600,14500,7.93,669,7110,10400,2.17,1.929,7.835,39.07,3920,.574,37.8,19.43,15.18,41900,86.3,3.86,5.9,1.035,318.4,9.38,196,100,1.332,5.66,92,827
89400,47400,3.06,292,3390,20100,3.41,.673,3.557,28.54,4770,.34,22.6,8.32,19.9,37200,56.5,2.03,9,1.133,279.6,11.55,102,156,.623,4.93,65,828
68800,7500,9.4,988,5030,20500,1.86,2.433,9.262,48.12,4000,.594,46.2,28.12,16.18,39700,76.2,4.36,6.4,1.082,176.7,10.29,259,140,1.729,4.85,119,829
99100,32000,6.17,268,5410,22100,3.31,1.748,7.426,45.99,5090,.486,39.6,20.66,20.69,29700,90.6,3.37,7.4,1.285,313,13.75,206,127,.91,5.42,115,830
74600,30900,5.34,232,3990,15400,2.81,1.241,5.499,31.74,4210,.45,26.9,10.36,15.19,38200,53.2,2.96,5.8,.935,313.4,9.66,107,111,.864,5.2,65,831
73100,9700,9.56,857,5250,19500,2.09,2.688,10.297,50.23,4290,.614,50.4,33.2,17.69,39000,80.1,4.67,7.4,1.012,187.7,10.95,177,153,1.634,4.31,125,832
85500,91600,4.55,862,3590,30500,2.7,1.259,5.607,36.92,4170,.408,31.6,33.21,23,55800,73.4,3.11,11.2,1.043,256.1,11.96,303,210,.84,3.7,116,833
76000,76300,4.37,1152,3050,26700,2.43,1.21,5.154,31.19,3900,.391,27.9,35.31,20.67,51200,65.2,2.82,12.1,.962,239.1,10.57,273,170,.809,3.22,140,834
84900,58000,5.01,602,3660,31600,2.47,1.303,5.527,34.54,4520,.384,29.9,36.63,23.15,48900,68.8,3.08,12.5,1.069,309.6,11.86,347,158,.749,3.89,119,835
60100,59500,5.47,801,5810,21400,2.65,1.483,6.412,36.1,3710,.417,33.8,22.77,14.97,34800,66.4,3.3,6.2,.927,200.5,9.58,142,131,1.037,4.87,94,836
83100,95800,4.75,1026,12210,16500,2.39,1.41,5.754,32.8,4530,.4,32.4,38.97,23.39,58200,69.3,3.17,8.9,1.012,305.7,11.92,321,85,.831,4.18,133,837
69000,101600,4.71,889,2980,19600,2.55,1.189,5.059,29.87,4260,.336,25.1,35.61,19.63,44000,56.8,2.72,12.7,.826,268.4,9.28,328,170,.684,2.65,119,838
70800,92500,4.82,847,2940,19000,2.65,1.228,5.164,29.95,4210,.384,27.2,37.84,20.72,46800,61.2,2.88,15.9,.89,276.7,10.11,350,155,.826,3.36,134,839
82800,49600,4.79,661,4720,26200,2.44,1.268,5.441,33.09,4620,.396,28.9,31.14,22.74,50100,67.2,2.91,14.7,1.002,309.9,11.56,333,164,.754,3.39,116,840
80600,82700,4.28,1155,11130,9800,2.69,1.365,5.622,33.02,4690,.404,26.9,39.29,22.03,52200,63.4,3.17,12.3,.942,294.4,10.96,352,88,.835,3.23,112,841
75700,63300,4.61,930,3910,23500,2.48,1.18,5.226,30.38,4500,.402,29.6,32.55,20.34,49300,65,2.92,10.5,.975,246.3,11.08,257,160,.79,3.6,98,842
69800,11800,8.27,732,3570,14000,1.96,2.465,9.772,46.77,4440,.586,52.9,32.72,17.07,47500,84.1,4.19,3.6,1.091,222.7,11.61,190,82,1.666,5.22,114,843
65000,13200,9.4,793,3230,15800,1.81,2.719,11.402,51.42,4090,.558,60.1,40.91,15.65,38600,95.2,4.65,3.8,1.072,202.4,11.06,193,87,1.766,4.41,125,844
62700,3000,5.36,494,5310,6800,1.82,1.534,6.447,35.49,4190,.397,34.5,21.42,11.74,38600,66,2.87,2.4,.965,246.7,10.27,158,60,.93,4.94,105,845
64100,44000,8.8,779,5550,15200,2.59,2.389,9.698,49.25,4610,.578,51.9,24.05,16.22,41200,84.8,4.38,1.2,1.086,243.1,11.25,176,38,1.757,5.19,81,846
70100,13200,6.73,658,4800,19300,1.94,1.603,7.083,37.37,4250,.443,38.2,27.05,15.81,42600,78.9,3.44,5,1.116,252.8,11.43,158,93,1.101,4.78,108,847
80900,38700,5.72,374,4860,13400,2.84,1.551,6.715,37.85,5030,.44,36,25.61,18.02,54700,78,3.22,1.9,1.165,329.4,12.51,222,69,.98,5.11,122,848
67400,7000,19.72,785,3350,11100,1.98,4.895,19.045,82.3,4260,1.055,90.3,32.37,15.14,42700,91,8.69,3.6,1.093,206.5,11.24,285,82,3.832,4.18,152,849
85900,7900,3.8,65,5200,13400,2.41,.81,4.441,34.72,5720,.409,26.4,11.8,15.52,22500,70.6,2.59,3.2,1.257,372.2,11.49,127,75,.649,6.38,89,850
79200,7500,5.5,683,3280,14600,2,1.552,6.823,38.1,4880,.464,34.2,31.61,16.73,50100,83.1,3.17,2.8,1.14,254.2,12.38,188,74,1.12,4.78,126,851
67800,4800,13.34,1107,3580,18500,2,4.459,18.183,71.4,3980,.721,90.7,53.32,15.57,39800,130.3,6.4,5.6,1.016,210.8,11.01,245,126,2.693,4.61,173,852
70000,2600,9.45,825,3750,20400,2.09,2.507,10.943,50.05,4440,.608,54.7,41,17.78,51900,92.4,4.6,6.2,1.056,213.6,12.25,186,130,1.807,4.72,127,853
94400,78400,5.19,1042,2050,18000,2.42,1.365,5.956,38.82,5240,.44,31.5,30.55,26.36,67200,75.5,3.05,4.4,1.038,288.7,13.4,266,94,.987,4,100,854
94000,65400,5.44,1027,910,10700,2.29,1.478,6.395,37.64,5280,.477,30.3,45.18,26.47,71100,79,3.21,2.8,1.189,371.5,13.28,456,43,1.016,4.1,140,855
92600,62400,5.68,1330,880,6200,2.21,1.523,6.562,38.41,5400,.478,30.7,45.08,26.14,71200,79.6,3.35,1.8,1.146,359.7,12.93,414,90,.909,3.22,140,856
85600,38800,4.27,185,3580,12200,3.08,.963,4.768,36.26,5270,.383,28,8.68,18.23,38600,70.4,2.53,4.3,1.165,267,12.94,100,82,.721,5.93,77,857
81800,95600,5.12,879,4220,13500,1.94,1.381,5.93,36.7,5570,.438,31.3,30.56,23.33,59700,70.9,2.92,.9,.945,266.4,12.71,200,46,1.009,3.96,125,858
83900,60600,5.56,951,1230,6400,2.31,1.449,6.221,36.05,5170,.422,32.1,35.26,23.35,62800,73.9,2.99,3.5,2.375,350.5,11.56,321,40,1.181,3.98,110,859
85200,93000,4.87,859,3280,20400,1.88,1.324,5.665,33.48,4920,.411,30.3,43.58,25.66,61600,71.7,2.88,5.5,.936,368.9,12.01,369,76,.973,3.2,142,860
82500,69000,5.59,982,2150,11600,2.63,1.465,6.527,38.23,5570,.441,31.7,38.68,24.45,59200,79,3.03,1.7,1.042,357,12.06,379,69,1.126,3.6,82,861
77100,45300,7.09,317,5820,8000,2.41,1.919,8.378,43.86,5240,.528,42.7,20.02,17.99,45700,92,3.72,1.2,1.213,315,13.39,200,39,1.403,5.95,109,862
55500,80600,5.1,1115,4860,6400,1.7,1.44,5.807,31.54,4240,.387,25.6,25.62,14.37,42400,61.6,2.74,1.4,.906,289.9,9.7,181,42,1.029,4.63,66,863
59000,43700,5.47,479,7020,14800,2.4,1.54,6.377,35.28,4420,.409,29.9,17.29,15.51,43900,70.9,3.1,3.4,1.07,316.1,10.66,159,105,1.035,6.29,77,864
74400,55700,5.43,583,5810,14100,3.06,1.402,6.128,36.04,4870,.439,29.7,26,18.74,49500,71.4,2.94,4,1.122,336.4,12.34,279,156,.926,5.21,105,865
61600,8200,6.02,885,4130,21200,2,1.533,6.418,37.84,3980,.416,32.6,28.13,15.4,39800,75.8,3.22,5.8,.948,168.6,10.31,136,160,1.087,4.66,101,866
67100,10900,10.19,1114,7360,11600,2.29,2.41,10.17,45,3810,.689,46.3,17.67,14.8,41700,91.3,5.35,4.9,.994,335.7,10.47,283,98,1.738,6.15,111,867
65100,79300,5.17,690,6300,16400,2.86,1.341,5.845,32.23,4340,.379,33.9,19.97,17.5,48200,63.5,2.8,3.6,.95,295.6,10.25,186,113,.863,4.71,53,868
72100,33300,5.38,599,4660,22500,2.62,1.373,6.236,35.99,4650,.405,32.2,23.77,16.68,54400,73.1,3.21,5.8,1.08,317.7,11.56,225,121,.871,5.23,105,869
59400,6000,6.13,567,4200,19400,1.86,1.784,7.438,39.46,3870,.426,40.6,29.38,15.52,37500,73.8,3.43,5.8,.911,200.8,10.75,166,144,1.167,5.31,107,870
80900,47800,5.49,1011,6260,22900,2.8,1.542,6.473,38.09,5130,.451,35.2,37.43,21.74,62300,76.2,3.4,5.2,1.168,384.1,12.44,326,178,1.06,4.81,139,871
120500,3900,14.32,996,6620,28700,5.09,4.713,21.066,103.43,5970,.807,104.7,23.31,26.18,71800,151.3,7.24,9.2,1.724,148.7,19.97,157,180,2.901,5.94,159,872
66300,62700,6.07,914,4600,19300,2.28,1.713,7.247,40.68,4090,.479,37.8,27.91,17.24,38800,72.1,3.42,6,1.052,171.1,11.1,129,131,1.148,3.55,110,873
66200,45900,5.7,952,5490,14000,3.46,1.452,6.596,34.63,4220,.445,33.7,26.73,15.63,48200,68,3.29,4.1,1.055,287.1,10.91,180,49,1.03,5.07,107,874
85100,6700,14.12,607,2650,16200,3.31,4.534,19.36,86.16,5150,.974,99.5,95.78,21.51,55100,132.1,7.26,7,1.376,230.9,14.09,293,102,2.675,5.47,159,875
82100,10000,6.23,204,2660,18600,3.02,1.506,6.75,35.87,5320,.516,35.5,11.62,17.85,46500,68.6,3.61,5.7,1.218,369.5,12.27,135,112,1.104,5.68,88,876
74100,70000,5.41,602,7720,18700,2.39,1.457,6.409,37.93,4840,.439,34,26.86,17.03,41600,76.9,2.97,5,1.207,273.7,12.37,190,139,1.016,5.53,125,877
64300,41700,6.27,656,5870,17800,2.19,1.61,7.162,37.13,4060,.477,34.4,23.13,15.59,37300,67.6,3.29,5.3,.978,218.4,10.33,148,127,1.058,4.8,78,878
68100,12700,7.64,755,4840,27500,2,2.009,8.388,45.71,4410,.558,41.4,27.09,17.76,42600,76.2,3.9,6.8,1.047,218.4,10.89,190,155,1.509,4.65,133,879
61400,54300,6.5,957,8520,15000,2.07,1.729,7.11,30.24,3670,.525,34,20.91,13.49,41200,59.3,3.37,2.2,.842,374,8.96,149,51,1.084,5.06,66,880
80000,70000,4.36,1639,3990,28400,2.34,1.245,5.414,33.1,4610,.399,30,32.24,20.82,55700,64.7,2.84,6.4,.965,234.2,11.71,231,117,.854,4,141,881
74900,19300,5.57,277,2500,16200,2.76,1.253,6.081,33.04,4980,.494,29.3,12.96,16.17,45900,61.2,3.14,3.4,1.098,350.5,11.38,112,107,.923,6,88,882
77700,60900,5.77,726,4900,16900,2.67,1.547,6.853,39.56,5060,.481,31.4,26.71,19.01,57400,81.5,3.23,.8,1.125,305,12.43,193,95,.959,5.4,135,883
82400,22700,5.62,493,3250,9800,2.13,1.637,6.903,39.17,5190,.472,30,22.83,20.14,52600,72.2,3.07,1.7,1.064,315.4,11.96,207,66,1.005,5.31,123,884
102700,14200,4.12,442,3460,12400,3.31,.994,4.968,36.05,5710,.405,23.5,13.07,22.56,51000,74.5,2.62,2,1.236,316.9,13.58,118,54,.727,5.19,103,885
80400,36800,6.4,638,4800,18900,2.6,1.647,7.016,39.15,5040,.485,27.4,25.12,19.51,51700,74.6,3.55,1.7,1.055,320.2,12.14,254,70,1.038,5.25,110,886
84600,46600,4.87,931,2790,8400,2.14,1.329,5.487,33.01,4940,.432,28,40.48,23.93,67700,64.5,2.76,1.5,1.013,458.9,11.37,479,43,.87,4.03,150,887
67400,1100,7.25,1035,3570,9000,1.79,2.32,9.716,42.47,4340,.59,46.8,39.76,18.15,44400,106.2,4.16,3.8,.927,231.7,11.44,205,69,1.449,4.51,132,888
80600,44400,5.85,1078,6490,14100,3.32,1.555,7.006,41.07,5270,.457,35.3,33.41,20.32,62700,84.7,3.45,1.3,1.198,266,14.13,257,68,.983,5.84,162,889
79800,14100,10.49,1060,5080,19400,2.56,2.481,10.462,52.55,4770,.649,48.1,34.54,20.13,108300,80.6,4.68,3.1,1.051,286,12.62,273,114,1.854,5.41,203,890
82700,84300,5.89,1327,5950,4800,1.71,1.718,7.218,40.71,5080,.473,37.9,27.11,21.05,56500,72.5,3.27,.8,1.064,245.9,12.34,224,22,1.06,5.31,134,891
79300,35200,6.17,658,4900,12800,2.62,1.585,7.004,39.38,4940,.508,33,25.44,18.87,51300,74,3.29,2.7,1.013,291.6,11.51,250,56,1.117,4.95,133,892
84000,48700,5.98,621,6410,18300,3.2,1.585,7.133,42.1,5110,.502,35.5,27.55,20.35,59300,81.9,3.21,1.6,8.057,278.3,13.64,235,99,1.085,5.04,142,893
91000,48100,5.81,713,6810,16400,3.06,1.663,6.847,41.23,5110,.466,33,28.72,20.71,58700,83.2,3.34,2,1.147,264.6,12.95,248,101,1.12,6.06,150,894
81100,38300,5.86,1080,4300,11300,2.66,1.601,7.032,40.01,5270,.467,33.1,23.91,19.02,51200,78.1,3.4,1.3,1.245,277.5,12.42,173,21,1.105,6.3,102,895
87100,48200,5.97,648,5940,18600,3.34,1.602,7.132,44.16,5400,.478,37.7,26.21,21.59,59400,84.1,3.25,1.3,1.174,289.9,13.58,220,76,1.196,5.71,155,896
82900,58100,6.38,721,5480,12600,2.33,1.757,7.483,44.52,5010,.5,36.5,25.15,20.49,55000,85.1,3.39,1.7,1.179,291.1,13.22,184,52,1.043,5.57,114,897
84100,21600,6.67,1044,5830,13600,2.59,1.806,7.757,41.07,4810,.561,38,51.08,38.22,105500,151.7,6.37,5.2,2.108,535.3,24.57,378,223,2.295,11.06,250,898
