"CRTH-56","CRTH0056","A",37.932,22.932,"","","Farnsworth, M.","","Pottery","","Coarse","","Jar","Wine Jar","","","","","","","Y","Direct transcription",344,"P",73600,95900,5.42,1009,5080,31400,2.16,1.105,4.981,30.41,4290,.352,27.7,26.75,20.49,52300,60.7,2.59,9.8,.832,257.8,10.32,220,149,.641,3.27,127,,521,
"CRTH-57","CRTH0057","B",37.932,22.932,"","","Farnsworth, M.","","Pottery","","Coarse","","Jar","Wine Jar","","","","","","","Y","Direct transcription",344,"Q",81400,92200,5.44,1006,4440,28600,2.18,1.178,4.939,30.28,4390,.351,27,28.73,20.96,52600,62.3,2.58,9.9,.876,226.9,10.37,215,152,.688,2.81,119,,522,
"CRTH-58","CRTH0058","C",37.932,22.932,"","","Farnsworth, M.","","Pottery","","Coarse","","Jar","Wine Jar","","","","","","","Y","Direct transcription",344,"R",101900,62800,5.25,720,5290,31600,3.81,1.196,5.302,34.12,4360,.397,32.8,31.56,24.09,61800,69.7,2.9,44.6,.825,258.9,11.87,216,224,.675,3.46,170,,523,
"CRTH-59","CRTH0059","",37.932,22.932,"","","Farnsworth, M.","","Clay","Acrocorinth Red Clay Fired","","","","","","","","","Acrocorinth Red Clay Fired","","Y","Direct transcription",344,"S",88000,14600,7.96,326,810,22600,1.73,1.847,7.962,38.58,3880,.605,39.4,20.23,21.34,49200,71.1,4.32,4.7,.801,128.9,10.56,77,95,1.188,5.02,107,,524,
"CRTH-60","CRTH0060","",37.932,22.932,"","","Farnsworth, M.","","Clay","Acrocorinth White Clay Fired","","","","","","","","","Acrocorinth White Clay Fired","","Y","Direct transcription",344,"T",20200,304800,1.75,439,2610,7800,.83,.396,1.631,8.82,1700,.12,7.8,11.79,5.68,14000,17.7,.88,5.1,.567,122.6,3.05,83,35,.221,1.23,42,,525,
"CRTH-61","CRTH0061","",37.932,22.932,"","","Farnsworth, M.","","Clay","Corinth Clay","","","","","","","","","Corinth Clay","","Y","Direct transcription",344,"U",20400,323800,1.83,437,2420,5300,.8,.336,1.58,9.22,1070,.125,7.8,13.4,5.62,13700,19,.85,6.7,.304,112.1,2.96,95,37,.227,1.14,35,,526,
"CRTH-79","CRTH0079","C-62-146",37.932,22.932,"","","Farnsworth, M.","","Pottery","","Buff","","Jar","Stamped-handle jar","Handle","Stamped Jars Corfu, Athens, Corinth","","Fine grit","","","Y","Direct transcription",371,"X",61500,89700,5513,859,8890,22600,2.04,1.013,4.376,24.75,3500,.347,23.2,27.46,16.78,45300,47.7,2.42,6.3,.714,479.9,8.17,326,144,.827,3.27,103,,543,
"CRTH-80","CRTH0080","C-64-379",37.932,22.932,"","","Farnsworth, M.","","Pottery","","","","Jar","Stamped-handle jar","Handle","Stamped Jars Corfu, Athens, Corinth","","","","","Y","Direct transcription",371,"Y",58600,104400,5.17,900,9110,21200,1.94,1.05,4.192,22.85,3100,.297,24.5,27.22,15.9,42500,47.6,2.27,5.7,.683,461.9,7.98,278,114,.745,3.19,103,,544,
"CRTH-81","CRTH0081","C-69-106",37.932,22.932,"","","Farnsworth, M.","","Pottery","","","","Jar","Stamped-handle jar","Handle","","","","","","Y","Direct transcription",371,"Z",63300,79100,5.84,943,6080,15700,1.83,1.245,5.156,28.99,4210,.376,27.7,29,18,50400,58.3,2.72,1.3,.814,595.9,9.63,320,55,.933,3.76,102,,545,
