"LRN-1","LRN0001","",37.7,24.05,"","Brill, R. H.","Brill, R. H.","Corning Museum of Glass","Pottery","","","","","Large vessel","Handle","","5th Century B.C.","","","","","Direct transcription",635,"P",105600,55700,5.86,615,3430,25300,4.33,1.585,7.161,47.44,5390,.495,36.7,20.69,22.69,49300,97.6,3.65,20.4,.076,166.6,18.93,114,147,.942,6.29,1463,,704,-500
"LRN-2","LRN0002","",37.7,24.05,"","Brill, R. H.","Brill, R. H.","Corning Museum of Glass","Pottery","","","","","","Handle","","5th Century B.C.","","","","","Direct transcription",635,"Q",90600,44000,5.13,1544,7460,15400,2.39,1.551,5.984,37.98,5380,.405,33.3,25.35,20.72,49300,75.2,3.06,5.8,1.172,238.5,12.83,168,65,.859,5.47,3721,,705,-500
"LRN-3","LRN0003","",37.7,24.05,"","Brill, R. H.","Brill, R. H.","Corning Museum of Glass","Pottery","","","","","Large vessel","Base","","5th Century B.C.","","","","","Direct transcription",635,"R",100800,44200,5.49,730,4630,20300,3.08,1.52,6.322,38.02,4560,.477,35.9,27.04,22.2,57200,76.5,3.34,12.4,1.327,252.4,16.07,195,124,.868,5.21,4954,,706,-500
